Date,Symbol,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
30-01-2019,TCS,1982.75,1979.6,1989.5,1954.65,1984.15,1981.4,1975.06,2429575,4.79857E+14,112445,1325919,0.5457
31-01-2019,TCS,1981.4,1987,2019.75,1985,2009.5,2014.1,2008.37,4094319,8.22292E+14,146142,2810409,0.6864
,TCS,2014.1,2009.5,2034.75,1998.1,2024.2,2029.95,2022.08,3064163,6.19598E+14,113684,1682369,0.549
04-02-2019,TCS,2029.95,2029.95,2055.45,2023,2049.2,2050.25,2039.87,1590764,3.24495E+14,67625,718838,0.4519
,TCS,2050.25,2050,2055,2028,,,2043.13,1111404,2.27074E+14,50408,333979,0.3005
06-02-2019,TCS,,2049.9,2086.85,2041.05,2070,2074.8,2067.55,1789812,3.70053E+14,84074,,0.4954
07-02-2019,TCS,2074.8,,2097.95,2067,2078.25,2082.9,2084.77,1339945,2.79348E+14,67902,658726,0.4916
08-02-2019,TCS,2082.9,2075,2089.5,2051,2055.65,2061.4,2072.46,1684474,3.491E+14,71171,936611,
11-02-2019,TCS,2061.4,2060,2096,2048.9,2065.6,2065.9,2077.11,1778730,3.69462E+14,83603,901516,0.5068
12-02-2019,TCS,,2070,2070,2018,2051,2051.6,2042.96,2422903,4.9499E+14,115864,1168012,0.4821
13-02-2019,TCS,,2062,2083,2050.5,2057,,2064.32,2808581,5.7978E+14,,,
14-02-2019,TCS,2065.4,2060.05,,2033.05,2049,,2050.83,1724085,3.53581E+14,82641,917991,0.5325
15-02-2019,TCS,2044.6,2049,2052,2010.95,2034.6,2029.7,2031.88,1930065,,96728,1068343,0.5535
18-02-2019,TCS,2029.7,2037.6,2041.95,1962.65,1969.6,1970.3,1988.87,2942184,5.85163E+14,100585,1668905,0.5672
19-02-2019,TCS,1970.3,1970,,1892,1907.6,1904.8,1930.07,4408554,8.50883E+14,161765,2254434,0.5114
20-02-2019,TCS,1904.8,1915,1933.8,1881.3,1913.3,1914.75,1908.2,4645778,8.86509E+14,139504,2232869,0.4806
21-02-2019,TCS,1914.75,1914.75,1940,1897.05,1912,1914.2,1922.84,4683919,9.00645E+14,171685,,0.4985
22-02-2019,TCS,1914.2,1917.2,1930,1905.1,1929,1925.65,1920.72,2271955,4.36379E+14,112148,1355421,0.5966
,TCS,1925.65,,,1930.5,1987,1985.15,1961.61,2934880,5.75709E+14,,1341508,0.4571
26-02-2019,TCS,1985.15,1984,2045.15,1972.25,2032.5,2038.7,2022.12,6453309,1.30494E+15,177907,,0.5217
27-02-2019,TCS,,2040,2074.95,2022,2052.5,2058.1,,4732082,9.70195E+14,168823,2532055,0.5351
28-02-2019,TCS,,2060,2071.35,1977.6,1983.5,1983.45,2009.42,8454295,1.69882E+15,284872,3927877,0.4646
01-03-2019,TCS,1983.45,1995.05,2005,,1995,1995.4,1993.73,4148548,8.27106E+14,128204,2071633,0.4994
05-03-2019,TCS,1995.4,2005,2007,1976.6,1985.05,1988.1,1987.11,2449622,,151723,1394714,0.5694
06-03-2019,TCS,,1989.3,2015,1985.05,2005,1999.6,2001.3,2635047,5.27353E+14,,1257394,0.4772
07-03-2019,TCS,1999.6,2005,2024.05,2000.2,,2013.3,2014.4,2539884,5.11633E+14,126121,1392383,0.5482
08-03-2019,TCS,,2025,2033,2010.05,2022.75,2022.7,2023.03,2031071,4.10892E+14,116872,971744,0.4784
11-03-2019,TCS,2022.7,2028.9,2033,2003.65,2016.15,2014.8,2017.1,3111689,6.27659E+14,104833,2195339,0.7055
12-03-2019,TCS,2014.8,2014.05,2024.8,,2009.1,2012.45,2015.6,,5.35858E+14,132223,1716971,0.6458
13-03-2019,TCS,2012.45,2013,2015.9,1978.6,1995,2000.5,2001.12,1833163,3.66837E+14,112785,821473,0.4481
14-03-2019,TCS,2000.5,2004.95,2007.8,1981,1990.4,1987.4,1991.28,1905495,3.79437E+14,124863,1000627,
15-03-2019,TCS,1987.4,1998.9,2068.95,1991,2036,2039.95,2040.01,5184318,1.05761E+15,164284,,
,TCS,,2043,2064.6,2011,,2022.8,2033.02,2349915,4.77744E+14,116385,,0.3693
19-03-2019,TCS,2022.8,,2030,,2028.5,2022.8,2010.71,2373993,4.77342E+14,135360,1176359,0.4955
20-03-2019,TCS,2022.8,2028,2044.8,2000,2000.25,2015.05,2025.82,3091165,,161415,1678488,
,TCS,2015.05,2015,2016,1983.3,2010,2005.65,1998.96,,6.29303E+14,155770,1787595,0.5678
25-03-2019,TCS,2005.65,2007.8,2007.8,1977.2,,1984.25,,2429205,4.82896E+14,94852,1430988,0.5891
26-03-2019,TCS,1984.25,1984,1994.95,1958.05,1977.4,1982.65,1971.46,2316539,4.56696E+14,,893480,0.3857
27-03-2019,TCS,1982.65,1994,1998,1961,1964.85,1967.9,1979.12,,4.485E+14,110306,1163070,0.5132
28-03-2019,TCS,1967.9,1980,2014.6,1972.8,2004.45,2000.3,1993.96,4054489,8.08451E+14,144600,,0.5305
,TCS,2000.3,2019,2024.9,1983.55,2000,2001.65,2001.7,,5.90293E+14,134193,1191681,0.4041
01-04-2019,TCS,,2010,2039.95,2008.25,2034.95,2031.65,2027.91,2095740,4.24996E+14,109983,748739,0.3573
02-04-2019,TCS,2031.65,2037.1,2086,2037,2079,2079.3,2064.13,3719663,7.67786E+14,124157,1757245,0.4724
03-04-2019,TCS,2079.3,2085,2089.6,2058.1,,2079.3,2073.86,2939886,6.09692E+14,119988,1164726,0.3962
04-04-2019,TCS,2079.3,2078.15,2079.7,2007.4,2017,,2039.77,4397518,,145227,2310866,0.5255
05-04-2019,TCS,2014.5,2028.65,2054.4,2018.8,2051,,2037.19,,6.42144E+14,,1536645,0.4875
08-04-2019,TCS,2048.3,,2075,2032.7,2073.6,2070.75,2056.64,2194294,4.51288E+14,130397,788699,0.3594
09-04-2019,TCS,2070.75,2070,2098,2057.65,2087.45,2091.5,2085.63,2690970,5.61237E+14,122603,1036682,0.3852
10-04-2019,TCS,2091.5,,2085.5,2036,2043.65,,2053.91,3313062,6.80472E+14,168190,1821699,0.5499
11-04-2019,TCS,2040.25,2045,2055,2013.65,2025,2019.5,2028.47,3422442,6.94231E+14,133153,1568180,0.4582
12-04-2019,TCS,2019.5,2038,,2007,2013.05,2014.5,2019.97,3198471,6.46081E+14,126989,1040440,0.3253
15-04-2019,TCS,2014.5,2070,2119.8,2041,2113,2113.3,2086.02,9189201,1.91689E+15,282918,3402175,
16-04-2019,TCS,2113.3,2120,2155.95,,2137,2131.8,2137.54,5771952,,222230,2514452,0.4356
18-04-2019,TCS,2131.8,2149.9,2155,,2149.25,2150.05,2138.81,3413728,7.30131E+14,159168,1564757,0.4584
22-04-2019,TCS,2150.05,2148,2176,2145.6,2160.3,2161.45,2165.74,2007135,4.34693E+14,79881,717594,0.3575
,TCS,2161.45,2163,,2134.05,2163,2155.05,2147.21,,4.64553E+14,,970246,0.4485
24-04-2019,TCS,2155.05,2158,2195,2156.1,2168.6,2183.45,2172.32,3003071,6.52362E+14,128669,,0.5724
,TCS,2183.45,2175,2205,,2203,2195,2189.55,4211526,9.22134E+14,108403,,0.7055
26-04-2019,TCS,2195,2203,2243.95,2193.15,2231.1,2238.55,2225.36,2716958,6.0462E+14,110079,1175323,0.4326
30-04-2019,TCS,2238.55,2238.55,2266.95,,2256.25,2260.35,2252.48,3488395,7.85754E+14,135194,,0.5811
02-05-2019,TCS,2260.35,2255,2259.4,2211.1,2214.7,2215.4,2227.88,2457699,5.47545E+14,106215,1064368,0.4331
03-05-2019,TCS,2215.4,2185,2186.05,2125,2137,,2153,3780886,8.14026E+14,188561,,0.4342
06-05-2019,TCS,,2110,2165,2108.5,2155.2,2157.85,2150.11,2891422,6.21688E+14,109314,1224571,0.4235
07-05-2019,TCS,,2160.05,2184.35,2138.8,2154,,2163.53,2201698,4.76344E+14,86096,975603,0.4431
08-05-2019,TCS,2151.95,,2168,2130.4,2156,,,1824895,3.9269E+14,77713,781526,0.4283
09-05-2019,TCS,2152.85,,2184.1,2136.1,2171.2,2172.55,2166.98,2264162,4.9064E+14,106297,1251459,0.5527
10-05-2019,TCS,2172.55,,2192,2125.85,,2135.8,2161.83,2039633,4.40935E+14,85446,873181,0.4281
13-05-2019,TCS,2135.8,2133,2167,2121.65,2134,2128.75,2143.87,1701744,3.64833E+14,74014,677242,0.398
14-05-2019,TCS,2128.75,2135,2159.8,2072.35,2095.8,2092.35,2101.14,2456110,,118567,926566,0.3772
15-05-2019,TCS,2092.35,2097,2124,2084.5,2095,2095.4,2103.66,2346876,4.93702E+14,119315,1108059,0.4721
,TCS,2095.4,2096,2124,2077.05,2111.5,2108.75,2107.55,1946529,4.1024E+14,118994,916519,0.4708
17-05-2019,TCS,2108.75,2112.6,2135,,,2095.45,2107.34,1947908,4.10489E+14,,891442,0.4576
20-05-2019,TCS,2095.45,2125,2151.4,2050,2148,2143.95,,2625116,5.56394E+14,112038,1154403,
21-05-2019,TCS,2143.95,2148.05,2148.7,2102.55,2106.2,2109.75,2122.37,1863157,3.95432E+14,100432,1042172,
22-05-2019,TCS,2109.75,2110,2121.95,2075,2090,2081.75,2091.31,2595795,5.42861E+14,154844,1410070,0.5432
23-05-2019,TCS,2081.75,2098,2115.35,2050,2057,2054.05,2071.74,2541294,,122224,1169296,0.4601
24-05-2019,TCS,,2070,2070,2032.25,2050,2048,2051.14,2274208,,114179,1255954,
27-05-2019,TCS,2048,2054.8,2068.95,,2058,2055.15,,2329820,4.78747E+14,85924,1377094,0.5911
28-05-2019,TCS,2055.15,2060,2097.5,2045,,2073.75,2076.46,5872979,1.2195E+15,205972,4034671,0.687
,TCS,2073.75,2080,2123.7,,,,2109.46,3281320,6.92181E+14,177202,,0.4597
30-05-2019,TCS,2107.55,2123,2156.55,2114.4,2146.3,2146.3,,4971725,1.06525E+15,,2210404,0.4446
31-05-2019,TCS,2146.3,,2204.95,2152.25,2200,2196.55,2184.11,4265370,9.31606E+14,,2338193,
03-06-2019,TCS,2196.55,2201,2247.65,2185.65,2240.1,2242.3,2223.68,3682419,,138425,1964140,0.5334
04-06-2019,TCS,,2224,2224,2175,2188,2183.1,2195.01,2408658,5.28702E+14,98393,973876,0.4043
06-06-2019,TCS,2183.1,2199,2199,2152,2166,2166.1,2169.63,3735467,8.1046E+14,116134,2225149,0.5957
07-06-2019,TCS,2166.1,2174,2189.8,2142.1,2179.8,2181.75,2161.21,2659446,5.74761E+14,79783,886597,0.3334
10-06-2019,TCS,2181.75,2196.7,2235.85,2185.5,2229.1,2231.5,2219.98,2080593,4.61888E+14,106316,814523,
11-06-2019,TCS,2231.5,2237,2263.95,2231,2252,2252.8,2250.89,3048937,6.86284E+14,148188,1367975,0.4487
12-06-2019,TCS,2252.8,2245,2266.9,2219,2264,2260.9,2241.29,2404448,5.38907E+14,141774,1036077,0.4309
13-06-2019,TCS,2260.9,2264,2285,2243.05,2244,2254.1,2265.77,3320916,7.52442E+14,138967,1358755,0.4092
14-06-2019,TCS,,2257.25,2263.1,,2249.8,2254.5,2250.08,2131408,4.79583E+14,130534,947049,0.4443
17-06-2019,TCS,2254.5,2256,2262,2241.45,2244,2249.2,2252.43,1489497,3.35499E+14,82160,649266,0.4043
,TCS,2249.2,2244,2260,2231.2,2253.5,2250.85,2245.75,1877447,4.21627E+14,148431,959921,0.4934
,TCS,2250.85,2255,2276,2243.15,2261.2,2259.9,,1652817,3.73899E+14,88350,715271,0.4328
20-06-2019,TCS,2259.9,,2284,2212,2283.3,2277.95,2248.36,2199377,,123696,870081,0.3956
,TCS,2277.95,2285,2292.5,2242,2252.05,2249.85,2255.87,3871804,8.73428E+14,141057,2767225,0.7147
24-06-2019,TCS,2249.85,2254.15,2280,2250.8,2277,2275.5,2267.8,1382424,3.13507E+14,78153,528471,0.3823
25-06-2019,TCS,2275.5,2270,2274.45,2250.5,2263,,,1386077,,99699,598681,0.4319
26-06-2019,TCS,2267.8,2265,2266.8,2250,2253.05,2254.2,2259.22,1762224,3.98125E+14,94030,931941,0.5288
27-06-2019,TCS,,,2264,2241.3,2261.5,2252.55,2254.5,2813464,,138850,1814968,0.6451
28-06-2019,TCS,2252.55,2260,2261.95,2222.5,2228,2227.2,2234.73,2372928,5.30285E+14,115508,1468460,
01-07-2019,TCS,,2235,2255,,2233.05,2239.55,2237.15,2769940,6.19676E+14,129268,1579799,0.5703
02-07-2019,TCS,2239.55,2244.9,2257,,2254.3,,2237.79,1771746,3.9648E+14,,816451,0.4608
,TCS,2252.1,2252.2,2258.8,2232,2234,2237.65,2242.16,1656881,3.715E+14,87941,739089,0.4461
04-07-2019,TCS,2237.65,2234,2252,2230.1,2241,2242.65,2241.04,984140,2.2055E+14,59990,352899,0.3586
05-07-2019,TCS,2242.65,,2250,2140,2166.85,2163.1,2179.39,4088470,,160276,1736073,0.4246
08-07-2019,TCS,2163.1,2149,2188.8,2132.1,2171.1,2175.4,2168.49,2788062,6.04588E+14,109097,1186748,0.4257
09-07-2019,TCS,,2174,2174.4,2104.55,,2133.35,2128.96,3977224,8.46734E+14,191613,1817164,0.4569
10-07-2019,TCS,2133.35,2080,2127.85,2071.3,2105.3,2108.2,,6343581,,223857,1665050,0.2625
11-07-2019,TCS,2108.2,2128,2129,2086.05,2101.95,2102.55,2103.2,2400346,5.0484E+14,,967380,0.403
12-07-2019,TCS,2102.55,2102.1,2119.75,2093.1,2108,2107.6,2108.31,,3.29049E+14,94025,,0.4869
15-07-2019,TCS,,2125,2153.6,2098,2135.5,2145.7,2126.77,2900415,6.16852E+14,158215,1436299,0.4952
16-07-2019,TCS,2145.7,2126,,2100,2105,2106,2108.89,,5.76865E+14,182859,1518786,0.5552
17-07-2019,TCS,2106,2108,2125,2092.1,2111.8,2117.25,2111.55,,3.80706E+14,,639367,
18-07-2019,TCS,2117.25,2116.2,2116.2,2060,2075.55,2065.95,2084.29,3072096,,167750,1936907,
,TCS,2065.95,2077,2097,2062.5,2079.9,2076.95,2080.79,1953177,4.06415E+14,108418,856415,0.4385
22-07-2019,TCS,2076.95,2077,2117.45,2068.8,2107.15,2109.9,2099.33,1920167,4.03107E+14,113048,889344,0.4632
23-07-2019,TCS,2109.9,2127.9,2130,2102.4,2119.95,2112.45,2120.71,3538588,7.50431E+14,117545,2468145,0.6975
24-07-2019,TCS,2112.45,2110,2120.8,2076.5,2097.55,2096.8,,,5.06167E+14,112922,1199779,0.4972
25-07-2019,TCS,2096.8,2108.9,2135,2092.55,,2127.9,2118.42,2544464,5.39024E+14,119553,1320598,0.519
,TCS,2127.9,2129.8,2129.8,2095,2112.65,2109.05,2109.59,1720592,3.62974E+14,88967,,0.6115
29-07-2019,TCS,2109.05,2110.8,2142,,2125.1,2130,2123.42,1647090,3.49746E+14,95152,670671,0.4072
30-07-2019,TCS,2130,2130,2185,2120.45,2176.3,2179.15,2162.72,2851672,6.16737E+14,,1640143,0.5752
31-07-2019,TCS,2179.15,2171.75,2211.7,2147.15,2201,2205.7,2180.17,3000677,6.54199E+14,132679,1406687,0.4688
,TCS,2205.7,2200,2217.5,2166.25,2178.3,2180.05,2195.1,2375236,5.21387E+14,175166,1115202,0.4695
02-08-2019,TCS,2180.05,2173,2210,2165.5,2205,2205.3,2185.91,,5.46656E+14,154834,1184875,
05-08-2019,TCS,2205.3,2199.9,2252.25,2195.6,2240,2248.6,2241.19,,6.81251E+14,149146,1648531,0.5423
06-08-2019,TCS,2248.6,2232.8,2251.95,2211.45,,2214.9,2232.27,,6.44113E+14,181107,1254987,0.4349
07-08-2019,TCS,2214.9,2230,2238.5,2207.25,2218.9,2213.45,,2165362,4.81391E+14,141079,1149124,0.5307
08-08-2019,TCS,2213.45,2228.9,2281,2218.9,2253.8,,2247.44,2073298,4.6596E+14,139214,942856,
09-08-2019,TCS,2258.1,2260,2267.9,2241.35,,2246.25,2253.09,1744550,3.93062E+14,119969,708230,0.406
13-08-2019,TCS,2246.25,2245,2246.25,2194.3,2200,2199.45,,1647281,3.65632E+14,157195,,0.5423
14-08-2019,TCS,2199.45,2181.1,2217.85,2167.4,2205.3,2204.4,2200.61,1945002,4.2802E+14,,969990,0.4987
16-08-2019,TCS,2204.4,2241.4,2241.4,,2162,2165.1,2173.77,3755507,8.1636E+14,191781,2121016,0.5648
19-08-2019,TCS,2165.1,2180,2186,2157.7,2166,2163,2171.81,974884,2.11727E+14,80584,358199,0.3674
,TCS,2163,2172,2205,2166.5,2190,2186.75,2190.28,1843611,4.03802E+14,104689,608831,0.3302
21-08-2019,TCS,2186.75,2184.95,,2182.25,2183,2186.2,2193.43,,2.66372E+14,75613,523155,0.4308
22-08-2019,TCS,2186.2,2187,2235.65,2170,2210,2216,2213.54,2131601,4.71839E+14,106338,923535,0.4333
23-08-2019,TCS,2216,2214.95,2259.9,2213.9,2250,2247.7,2244.15,2826425,6.34293E+14,142446,1480086,0.5237
26-08-2019,TCS,2247.7,,2282,2225,2267,2276.3,2259.83,2345475,5.30037E+14,113243,,0.4862
27-08-2019,TCS,2276.3,2270,,2229,2241.5,2236.5,2241.51,3432106,7.6931E+14,,2396488,0.6983
28-08-2019,TCS,2236.5,2240,,2216,,2239.25,2233.18,1294621,2.89113E+14,91252,538431,
29-08-2019,TCS,,2222.2,2248.2,2222.2,2232,2233.45,2235.21,1670652,3.73426E+14,98341,761633,0.4559
30-08-2019,TCS,2233.45,2241,2266,,2259,2259.6,2241.92,2583625,5.79227E+14,117933,1472256,0.5698
03-09-2019,TCS,,2270,2296.2,2236.95,2246,2251.6,2275.88,2545060,5.79225E+14,131301,1257157,0.494
04-09-2019,TCS,2251.6,2265,,2233,2245.2,2245.4,2248.41,2228092,,128138,1359618,0.6102
05-09-2019,TCS,2245.4,2242.2,2253.65,2207.3,2215.95,2215.3,2225.26,,4.575E+14,133165,1200345,0.5838
06-09-2019,TCS,2215.3,2216,2233.5,,2198,2197.5,2204.18,1890550,4.16711E+14,118713,853437,0.4514
09-09-2019,TCS,2197.5,,2202.85,2179.8,2185,2182.85,2188.09,1703945,3.72839E+14,121273,677662,0.3977
11-09-2019,TCS,2182.85,2186,2195,2146.55,2151.6,2154,2162.64,2627440,5.6822E+14,199136,1433413,0.5456
,TCS,2154,2155,2165,,2134.6,2133.6,2135.46,2118859,,138766,1080259,0.5098
13-09-2019,TCS,2133.6,2135,2157.95,2115.55,2143,2141.95,2135.83,2291174,4.89356E+14,138321,873724,0.3813
16-09-2019,TCS,2141.95,2159.95,2173.4,2126.4,2150,2150,,2597948,5.58863E+14,151943,1165596,
17-09-2019,TCS,2150,2154.95,,2105.6,2126.4,2122.65,2123.78,2796530,5.93922E+14,121706,1594628,0.5702
18-09-2019,TCS,2122.65,2126.4,2142.95,2113.15,2141.15,2138.55,2133.02,1454663,3.10282E+14,,674870,0.4639
19-09-2019,TCS,2138.55,2135,2135.8,,2096.9,2101.95,2103.74,1652691,3.47683E+14,101537,791932,0.4792
20-09-2019,TCS,2101.95,2104.9,2129.4,2057,2069,2065.45,2083.7,6941979,1.4465E+15,275363,,0.6584
23-09-2019,TCS,2065.45,2099,2099,1975,2020,2015.8,,,1.27202E+15,293188,3672464,0.5808
24-09-2019,TCS,2015.8,2015,2061,2013,2047.3,2044.7,2045.07,4620978,9.45024E+14,219776,2506661,0.5425
25-09-2019,TCS,2044.7,2065,2092,2060.05,2084,2088.45,2077.98,4002232,8.31655E+14,205505,2508929,0.6269
26-09-2019,TCS,,2097.9,2107,2063,2089.6,2087.6,2084.45,4234281,8.82613E+14,216311,2698499,0.6373
27-09-2019,TCS,,2085,2085.2,,2059,2056.15,2065.56,2046795,4.22778E+14,125241,,0.5104
30-09-2019,TCS,2056.15,2061.85,2104,2060,2097,2099.3,2090.07,2620039,5.47608E+14,,1414661,0.5399
01-10-2019,TCS,2099.3,2095.95,2095.95,2039.7,,2059.95,2059.04,3342877,6.88311E+14,170294,2098408,0.6277
03-10-2019,TCS,2059.95,2070,2081.15,2046.15,2056,2060.25,,2317618,4.78698E+14,187925,1389047,0.5993
04-10-2019,TCS,2060.25,2060.6,2087.95,,2078,2079.35,2079.28,,4.49801E+14,128092,,0.6666
07-10-2019,TCS,2079.35,2080,,2041,2046,2047.7,2062.27,2177916,4.49145E+14,98775,1162115,0.5336
09-10-2019,TCS,2047.7,,2060,2015.5,2021.9,2020.1,2026.43,2066920,4.18846E+14,107493,984558,0.4763
10-10-2019,TCS,2020.1,2028,2039.05,1997.1,2002.8,2004.45,2015.15,2881452,5.80657E+14,125920,959388,
11-10-2019,TCS,2004.45,1931,1995,1925,1989,1986.85,1958.07,12593069,2.46581E+15,327238,6323332,0.5021
14-10-2019,TCS,1986.85,1995,2032.75,1968,2021,2021,2009.8,3510704,7.05581E+14,154256,1642252,0.4678
15-10-2019,TCS,2021,2032,2047,2022.7,2037.8,2037.3,2039.28,2261310,4.61145E+14,147982,1390076,0.6147
16-10-2019,TCS,2037.3,2038,2056,,2055,2046.4,2032.41,3034082,6.16649E+14,160140,1792942,0.5909
17-10-2019,TCS,,2014,2038,1999.3,2029,2030.95,2018.47,3818774,7.70808E+14,189836,2333221,0.611
18-10-2019,TCS,2030.95,2037.5,2063.9,2025,2059,2057.35,2046.03,3087901,6.31794E+14,115810,,0.641
22-10-2019,TCS,2057.35,,2111.5,2040.05,2050,,2067.79,5552505,1.14814E+15,236213,3583843,0.6454
23-10-2019,TCS,2051.4,2060,2083.85,2052.5,2082,2070.1,2068.82,2348134,4.85786E+14,204587,1352785,0.5761
24-10-2019,TCS,,2084,,2061.3,2079.75,,2077.28,2798671,5.81362E+14,156073,1754891,0.627
25-10-2019,TCS,2082,2094,2130,2075.05,2121.6,2124.95,2102.55,3954245,8.314E+14,165203,2535407,0.6412
27-10-2019,TCS,2124.95,2129,2129,2108.8,2117.65,2115.7,2117.14,224421,4.7513E+13,13145,76692,0.3417
29-10-2019,TCS,2115.7,2121.5,2201.7,2121.5,2197.5,,2173.21,5064173,1.10055E+15,261926,,0.7224
30-10-2019,TCS,2194.85,,2260,2176.85,,2252.8,2229.89,,1.15846E+15,180430,3259740,0.6275
31-10-2019,TCS,2252.8,2250,2284.95,,2274.55,,2267.61,4879261,1.10643E+15,170321,2815579,0.5771
01-11-2019,TCS,2269.65,2264,2275,2195,2207,2200.9,2218.97,,,189932,2399676,0.5751
04-11-2019,TCS,2200.9,2207,2229.2,2180.9,2194.1,2193.95,2197.42,2646411,5.81529E+14,111662,1206343,0.4558
05-11-2019,TCS,2193.95,2197,2211,2169,2198,2201.85,2187.98,2693475,5.89327E+14,136536,1572121,0.5837
06-11-2019,TCS,2201.85,2200,2210.8,2179,2190.8,2188.5,,,5.56766E+14,112401,1426496,0.5615
07-11-2019,TCS,2188.5,2204.5,,2175.2,2185,2185.35,2186.08,1915598,4.18766E+14,97328,,0.5653
08-11-2019,TCS,2185.35,2189.6,2189.6,2124,2130,2129.95,2149.77,,5.9952E+14,110953,1620822,0.5812
11-11-2019,TCS,,2135,2139,2091,2100.9,2100.95,2105.79,2983768,6.28319E+14,159080,1728479,0.5793
13-11-2019,TCS,2100.95,2118,2183.8,2118,2179,2178.6,2161.51,3823365,8.26423E+14,160217,1769830,0.4629
14-11-2019,TCS,2178.6,2187.5,2200,2146.7,,2196.8,2183.42,2995915,6.54134E+14,104976,1188996,0.3969
15-11-2019,TCS,2196.8,2196,2211.5,2168.75,2174.45,2174.45,2191.82,2724180,5.97092E+14,95061,1528537,0.5611
18-11-2019,TCS,2174.45,2178.4,2187.75,2148.75,2151,2152.6,2159.1,1611089,3.47851E+14,66947,935177,0.5805
19-11-2019,TCS,2152.6,2153,,,2110,2108.8,2116.98,2975313,6.29866E+14,119968,1817909,0.611
20-11-2019,TCS,2108.8,2121.95,2135,2094.5,,2108.55,,2894129,6.11419E+14,119231,1321728,0.4567
21-11-2019,TCS,2108.55,2112,2126.6,2107.4,,2118.1,2120.22,,4.3519E+14,90452,1219100,0.5939
22-11-2019,TCS,2118.1,2097,2107,2060.5,2067.1,2071.7,2079.37,3742049,7.78112E+14,,2162742,0.578
,TCS,2071.7,2074.55,2084.95,2052.2,2083.5,2081.5,2075.63,2737010,5.68102E+14,118827,1562308,0.5708
,TCS,2081.5,,2097.9,2035.05,2046.65,2046.65,2056.29,,,164453,4970094,0.7575
27-11-2019,TCS,2046.65,2052,2071.7,2046.55,2055,,2060.49,,5.99093E+14,108988,2020463,0.6949
28-11-2019,TCS,2054.3,2067.05,,2060,2075.9,2077.35,2081.33,2924429,6.08671E+14,142488,1651510,0.5647
29-11-2019,TCS,2077.35,2085,2085,2045.8,2051.65,2053.25,2055.87,2064271,4.24388E+14,105237,,0.5818
02-12-2019,TCS,2053.25,2060,2067.7,,2021,2021.05,,3809860,7.7358E+14,159643,2540551,0.6668
,TCS,2021.05,2027.7,2062,2010,2052.95,2051,2044.01,4664774,9.53485E+14,142334,2674853,0.5734
04-12-2019,TCS,2051,2053,2082,2045.5,,2078.5,2067.16,3334301,,108026,2056925,0.6169
05-12-2019,TCS,2078.5,2083,2126.8,2068.35,2120.2,2121.3,2107.54,3902721,8.22515E+14,168163,2093683,0.5365
06-12-2019,TCS,2121.3,2124,2128,2101,2123.65,2123.6,2116.56,,3.87216E+14,71365,815426,0.4457
09-12-2019,TCS,2123.6,2127.95,2127.95,2053.5,2060,2060.45,2079.93,2244747,4.66891E+14,100785,1047181,0.4665
10-12-2019,TCS,2060.45,2060,2060.85,2003.25,2016.25,2012.85,2020.99,4520045,9.13497E+14,174993,2272296,0.5027
11-12-2019,TCS,2012.85,2025.4,2048,2006.75,,2041.9,2032.84,4943024,1.00484E+15,165464,3004311,0.6078
,TCS,2041.9,2051.1,2083.65,1984,2003,2020.9,2039.92,7137306,1.45595E+15,146550,4452408,0.6238
13-12-2019,TCS,2020.9,2023,2077.4,2007,2070,2071.25,2050.09,5711133,1.17083E+15,173478,2245573,0.3932
16-12-2019,TCS,2071.25,2096,2136,2080.3,2130,2126.75,,5574177,1.17992E+15,172181,2852266,0.5117
17-12-2019,TCS,2126.75,2126.5,2169,2119,2168.7,,2154.7,6059673,1.30568E+15,217425,3457795,0.5706
18-12-2019,TCS,2164.95,2174,2203.45,2153,2166.8,2167.75,2182.48,8251081,1.80078E+15,198563,4520690,0.5479
19-12-2019,TCS,2167.75,2179.8,2236.5,2167.55,2231.7,2229.05,2202.61,6251505,1.37696E+15,181580,2570929,0.4112
20-12-2019,TCS,2229.05,2220,2246.7,2208.25,2219,2222.9,2225.89,5548338,1.235E+15,158986,2675704,0.4823
23-12-2019,TCS,2222.9,2210,2241.95,2210,2236,2231.7,2229.75,2247329,5.01098E+14,113685,,0.5202
24-12-2019,TCS,2231.7,2239,2243.55,,2216,2215.6,2223,1805896,4.0145E+14,100655,892665,0.4943
26-12-2019,TCS,2215.6,2216.4,2229,,2202,2201.95,2207.75,,4.15137E+14,89812,832102,0.4425
27-12-2019,TCS,2201.95,2208,2226.4,2176,2209.9,,2192.11,2720261,5.96312E+14,93892,1285882,0.4727
,TCS,2198.5,,2225,2177.1,2183.35,2183.2,2194.63,2288830,5.02314E+14,84027,935920,0.4089
31-12-2019,TCS,2183.2,2189,2197,2157.45,2165,2161.7,2171.67,1909289,,,837101,0.4384
01-01-2020,TCS,2161.7,2168,2183.9,2154,,2167.6,2170.54,1354908,2.94088E+14,,,0.1214
02-01-2020,TCS,2167.6,2179.95,2179.95,2149.2,2157,2157.65,2158.63,2380752,5.13916E+14,99242,1204079,0.5058
03-01-2020,TCS,2157.65,2164,2223,2164,2201,2200.65,2199.26,4655761,1.02392E+15,123516,1833823,0.3939
06-01-2020,TCS,2200.65,2205,2225.95,2187.9,2201.35,,2204.89,,6.66586E+14,135360,1000021,0.3308
